date,nav,cash,holdings_value,num_positions
2024-04-15,80000.0,80000.0,0.0,0
2024-04-16,79592.74722736274,42654.88420336272,36937.863024000006,3
2024-04-17,80700.48880253921,19494.238782539207,61206.25002,5
2024-04-18,80547.30955653921,2261.793982539206,78285.515574,6
2024-04-19,80271.3219235392,2261.793982539206,78009.527941,6
2024-04-22,81120.28831853921,2261.793982539206,78858.494336,6
2024-04-23,81659.23872530671,6580.306753306706,75078.931972,6
2024-04-24,81546.52580430672,6580.306753306706,74966.21905100001,6
2024-04-25,81887.07040730669,6580.306753306706,75306.76365399998,6
2024-04-26,85116.04800549857,19518.23500749858,65597.812998,5
2024-04-29,87836.40048163952,2908.2790706395135,84928.121411,6
2024-04-30,86231.3300315727,2176.752489572704,84054.577542,6
2024-05-06,88274.83167463462,196.36584263464465,88078.46583199999,6
2024-05-07,87876.83997763463,196.36584263464465,87680.474135,6
2024-05-08,86399.82284663463,196.36584263464465,86203.457004,6
2024-05-09,88573.01240987687,15943.10781287688,72629.90459699999,5
2024-05-10,88563.48412224917,27316.07113524917,61247.412986999996,4
2024-05-13,88807.87691454038,14325.891074540372,74481.98584000001,5
2024-05-14,88453.60487454037,14325.891074540372,74127.7138,5
2024-05-15,87847.70644278153,41.82791878153512,87805.878524,6
2024-05-16,87158.12372683529,16272.18628883528,70885.93743800001,5
2024-05-17,87879.01386796872,30119.898424968727,57759.115442999995,4
2024-05-20,88004.84723722788,17662.527825227866,70342.31941200001,5
2024-05-21,86810.28620104093,30842.444612040934,55967.841589,4
2024-05-22,86623.91474504094,30842.444612040934,55781.470132999995,4
2024-05-23,85854.01924422209,32393.480398222076,53460.538846,4
2024-05-24,85879.68944317143,31837.621594171425,54042.067849,4
2024-05-27,86641.09139553385,14762.725187533837,71878.366208,5
2024-05-28,86366.64308953384,14762.725187533837,71603.917902,5
2024-05-29,86836.2149132601,16690.036085260108,70146.178828,5
2024-05-30,86831.18080126011,16690.036085260108,70141.144716,5
2024-05-31,86334.32871126011,16690.036085260108,69644.292626,5
2024-06-03,85730.14518170076,316.2887137007674,85413.856468,6
2024-06-04,86776.97794570077,316.2887137007674,86460.689232,6
2024-06-05,86484.45278170076,316.2887137007674,86168.164068,6
2024-06-06,85770.04235370077,316.2887137007674,85453.75364000001,6
2024-06-07,85428.77453990743,548.5749219074132,84880.19961800001,6
2024-06-11,85740.96101950693,2888.1594115069147,82852.80160800001,6
2024-06-12,85680.73875350693,2888.1594115069147,82792.57934200001,6
2024-06-13,85351.94062104946,582.9593530494567,84768.981268,6
2024-06-14,85782.96946104946,582.9593530494567,85200.010108,6
2024-06-17,86090.41019904947,582.9593530494567,85507.450846,6
2024-06-18,86570.50076117643,196.711447176418,86373.78931400001,6
2024-06-19,86055.72474317641,196.711447176418,85859.01329599999,6
2024-06-20,85665.34542988305,472.50161988303444,85192.84381,6
2024-06-21,86020.27813588304,472.50161988303444,85547.77651600001,6
2024-06-24,85231.94469679089,18656.54477879087,66575.39991800001,5
2024-06-25,85895.01579837306,2812.464816373058,83082.550982,6
2024-06-26,86200.76679237305,2812.464816373058,83388.30197599999,6
2024-06-27,85703.51263521703,145.77139221703692,85557.741243,6
2024-06-28,85177.06932021704,145.77139221703692,85031.297928,6
2024-07-01,86425.61659178148,703.9656227814685,85721.65096900001,6
2024-07-02,85716.31456578147,703.9656227814685,85012.348943,6
2024-07-03,85526.86992578147,703.9656227814685,84822.904303,6
2024-07-04,83391.08461479377,1930.7986687937682,81460.285946,6
2024-07-05,83046.99690979377,1930.7986687937682,81116.198241,6
2024-07-08,82739.64036588088,4289.0438688808845,78450.596497,6
2024-07-09,83435.66620805096,1230.9808520509541,82204.685356,6
2024-07-10,82763.84715705094,1230.9808520509541,81532.86630499999,6
2024-07-11,84706.86195660982,797.9392526098163,83908.922704,6
2024-07-12,84325.46609560982,797.9392526098163,83527.526843,6
2024-07-15,84369.41338646902,2255.3854354690247,82114.027951,6
2024-07-16,84336.50683646902,2255.3854354690247,82081.121401,6
2024-07-17,84650.27246346902,2255.3854354690247,82394.887028,6
2024-07-18,85183.79233253136,1556.664991531361,83627.127341,6
2024-07-19,85485.05456453135,1556.664991531361,83928.389573,6
2024-07-22,84806.7445728785,4145.702504878478,80661.04206800001,6
2024-07-23,83086.57838683564,1299.115157835633,81787.463229,6
2024-07-24,82888.61403283564,1299.115157835633,81589.498875,6
2024-07-25,82853.7262988512,257.82084385119015,82595.905455,6
2024-07-26,83358.99275185118,257.82084385119015,83101.17190799999,6
2024-07-29,82413.85689369135,1837.3261936913495,80576.5307,6
2024-07-30,82116.14058376565,321.18301576564045,81794.95756800001,6
2024-07-31,85106.39140776564,321.18301576564045,84785.208392,6
2024-08-01,83706.04538205148,887.3821940514717,82818.663188,6
2024-08-02,83743.81741405146,887.3821940514717,82856.43521999998,6
2024-08-05,82916.31768482768,1713.0346468276712,81203.28303800001,6
2024-08-06,83522.26871682768,1713.0346468276712,81809.23407,6
2024-08-07,84301.28617682768,1713.0346468276712,82588.25153000001,6
2024-08-08,84630.63690807947,1843.8970390794875,82786.73986899998,6
2024-08-09,84471.90875607947,1843.8970390794875,82628.01171699999,6
2024-08-12,84136.58044323612,317.1625372361159,83819.417906,6
2024-08-13,84428.51928640908,284.74141840907396,84143.777868,6
2024-08-14,84394.51192440907,284.74141840907396,84109.770506,6
2024-08-15,85646.66464357893,1240.9069385789116,84405.75770500001,6
2024-08-16,85340.08928557893,1240.9069385789116,84099.18234700001,6
2024-08-19,86468.94706860415,1857.3577376041558,84611.589331,6
2024-08-20,85911.98466460416,1857.3577376041558,84054.626927,6
2024-08-21,85864.51141260414,1857.3577376041558,84007.153675,6
2024-08-22,85651.5069477511,1427.8117387510993,84223.695209,6
2024-08-23,85815.3816997511,1427.8117387510993,84387.569961,6
2024-08-26,84625.45706020303,1806.539248203033,82818.917812,6
2024-08-27,84251.81349531923,699.1572963192448,83552.65619899999,6
2024-08-28,83725.39422996406,1658.7263439640446,82066.66788600001,6
2024-08-29,84911.50560333065,3295.739175330642,81615.766428,6
2024-08-30,87051.66044317496,747.2037911749649,86304.456652,6
2024-09-02,85962.24949333524,298.20101333524326,85664.04848,6
2024-09-03,85648.32406333525,298.20101333524326,85350.12305000001,6
2024-09-04,85218.95223599114,14506.191599991138,70712.76063599999,5
2024-09-05,85522.7848397851,1638.2834837851187,83884.501356,6
2024-09-06,84725.58321778511,1638.2834837851187,83087.299734,6
2024-09-09,82560.71145862369,2660.9172986236845,79899.79416,6
2024-09-10,82137.6159802645,13770.384254264503,68367.231726,5
2024-09-11,81523.9334472645,187.66925426450507,81336.264193,6
2024-09-12,81886.3903832645,187.66925426450507,81698.721129,6
2024-09-13,81909.82449147728,730.7259964772948,81179.09849499998,6
2024-09-18,81817.52838655018,14458.996228550182,67358.532158,5
2024-09-19,82786.47725408792,2436.252509087917,80350.224745,6
2024-09-20,83228.35391508792,2436.252509087917,80792.101406,6
2024-09-23,83442.35477308792,2436.252509087917,81006.102264,6
2024-09-24,86582.93995329115,2516.452777291146,84066.48717600001,6
2024-09-25,87445.5197292834,16545.169887283413,70900.349842,5
2024-09-26,90431.7095520618,17838.8401960618,72592.869356,5
2024-09-27,91704.03296170382,1121.1275797038052,90582.90538200001,6
2024-09-30,98553.98828856036,1745.6553725603808,96808.33291599998,6
2024-10-08,99697.9261735582,19223.839585558188,80474.086588,5
2024-10-09,94145.10235654705,843.3583685470585,93301.743988,6
2024-10-10,96806.10938546264,3580.343925462643,93225.76546,6
2024-10-11,94810.99124420383,809.5234082038223,94001.46783600001,6
2024-10-14,96205.0234902038,809.5234082038223,95395.50008199998,6
2024-10-15,93588.86344020383,809.5234082038223,92779.34003200001,6
2024-10-16,94982.72968420382,809.5234082038223,94173.206276,6
2024-10-17,93373.78360602532,4465.153678025325,88908.629928,6
2024-10-18,94568.21785502533,4465.153678025325,90103.06417700001,6
2024-10-21,93496.98600722363,756.2903542236236,92740.695653,6
2024-10-22,94104.63232040504,985.1382504050216,93119.49407000002,6
2024-10-23,95802.9837470949,268.2433510948904,95534.74039600001,6
2024-10-24,95085.58327489304,3127.1723118930386,91958.410963,6
2024-10-25,94285.83975889305,3127.1723118930386,91158.66744700001,6
2024-10-28,94750.12801789303,3127.1723118930386,91622.955706,6
2024-10-29,93036.1250338644,545.841839864419,92490.28319399999,6
2024-10-30,92092.29295073968,314.44529873968713,91777.847652,6
2024-10-31,91405.10820325729,14060.961867257289,77344.146336,5
2024-11-01,92431.27913411181,695.776617111811,91735.502517,6
2024-11-04,92513.2160281118,695.776617111811,91817.43941099998,6
2024-11-05,93179.2159357204,203.8608827203807,92975.355053,6
2024-11-06,92526.30461150262,18838.57503050263,73687.72958099999,5
2024-11-07,94097.27804773793,178.60985773791253,93918.66819000001,6
2024-11-08,93090.12377973791,178.60985773791253,92911.513922,6
2024-11-11,91615.82556173792,178.60985773791253,91437.215704,6
2024-11-12,90585.61295246425,365.330758464248,90220.282194,6
2024-11-13,91553.2732536981,18670.038217698115,72883.235036,5
2024-11-14,91417.2400736981,18670.038217698115,72747.201856,5
2024-11-15,91848.0579248631,1087.3279628631008,90760.729962,6
2024-11-18,93691.9210368631,1087.3279628631008,92604.593074,6
2024-11-19,92950.42038009595,911.3785660959602,92039.041814,6
2024-11-20,93018.23151309596,911.3785660959602,92106.852947,6
2024-11-21,93092.33699614355,16207.256574143557,76885.080422,5
2024-11-22,91013.83721191336,1266.6090409133521,89747.22817100001,6
2024-11-25,91052.67076891335,1266.6090409133521,89786.061728,6
2024-11-26,90871.75105747039,15997.713914470396,74874.037143,5
2024-11-27,91780.75385076359,94.01627676359749,91686.737574,6
2024-11-28,91430.74179176359,94.01627676359749,91336.725515,6
2024-11-29,91387.56638582771,16783.88227782771,74603.684108,5
2024-12-02,92104.35009088655,255.64248488655358,91848.707606,6
2024-12-03,93303.96974288656,255.64248488655358,93048.327258,6
2024-12-04,93836.37651288655,255.64248488655358,93580.73402799999,6
2024-12-05,92816.24860011289,14996.09827211289,77820.150328,5
2024-12-06,94379.68531711366,1321.23728311366,93058.448034,6
2024-12-09,94394.51820011364,1321.23728311366,93073.28091699998,6
2024-12-10,95085.28040972985,1322.1498167298414,93763.13059300001,6
2024-12-11,95851.74058819067,1059.6115271906965,94792.12906099999,6
2024-12-12,96450.25486919068,1059.6115271906965,95390.643342,6
2024-12-13,94341.31870753423,228.24241253422406,94113.076295,6
2024-12-16,94265.76759653424,228.24241253422406,94037.52518400001,6
2024-12-17,94143.8725035342,228.24241253422406,93915.63009099998,6
2024-12-18,94669.32830653423,228.24241253422406,94441.085894,6
2024-12-19,93472.57557053422,228.24241253422406,93244.333158,6
2024-12-20,92297.9093966602,1767.0052756601945,90530.904121,6
2024-12-23,92944.5972416602,1767.0052756601945,91177.591966,6
2024-12-24,94687.98497128928,5.838793289261957,94682.14617800001,6
2024-12-25,94441.09143166176,1026.62486866176,93414.466563,6
2024-12-26,94278.96519366176,1026.62486866176,93252.340325,6
2024-12-27,94292.98295726172,4886.546763261718,89406.436194,6
2024-12-30,94534.96476226172,4886.546763261718,89648.417999,6
2024-12-31,93444.82123826173,4886.546763261718,88558.27447500001,6
2025-01-02,90695.33864468473,3793.33596868472,86902.002676,6
2025-01-03,91122.53759568473,3793.33596868472,87329.201627,6
2025-01-06,91187.1990678035,35250.29701180351,55936.902056,4
2025-01-07,90560.7287618035,35250.29701180351,55310.43175,4
2025-01-08,90280.19166356703,19436.176449567032,70844.015214,5
2025-01-09,89009.8466724885,19759.328216488495,69250.51845599999,5
2025-01-10,88099.04420185948,311.8273488594932,87787.21685299999,6
2025-01-13,87586.25598951105,1690.469656511037,85895.78633300001,6
2025-01-14,88795.51664751103,1690.469656511037,87105.046991,6
2025-01-15,88844.59144851104,1690.469656511037,87154.121792,6
2025-01-16,88830.26795551104,1690.469656511037,87139.798299,6
2025-01-17,89359.76757051105,1690.469656511037,87669.29791400001,6
2025-01-20,89001.60817751104,1690.469656511037,87311.138521,6
2025-01-21,88512.60557426218,736.9519902621778,87775.653584,6
2025-01-22,87615.01121929064,14086.997731290649,73528.013488,5
2025-01-23,88474.09045729064,110.76133129064874,88363.329126,6
2025-01-24,88192.12533734771,19389.478569347695,68802.646768,5
2025-01-27,89643.28510743455,17344.933047434562,72298.35205999999,5
2025-02-05,87621.7556218658,16874.963340865805,70746.792281,5
2025-02-06,87853.2321608658,16874.963340865805,70978.26882,5
2025-02-07,88358.78687726846,697.9853652684524,87660.801512,6
2025-02-10,88041.73035145373,1291.7755784537221,86749.954773,6
2025-02-11,87589.02098345372,1291.7755784537221,86297.245405,6
2025-02-12,87810.38612845371,1291.7755784537221,86518.61055,6
2025-02-13,87679.30829668028,772.1814656802817,86907.126831,6
2025-02-14,89222.85896968027,772.1814656802817,88450.67750399999,6
2025-02-17,89164.33788568029,772.1814656802817,88392.15642000001,6
2025-02-18,89357.78145604621,4274.307090046217,85083.474366,6
2025-02-19,89523.00374604622,4274.307090046217,85248.696656,6
2025-02-20,89046.97193404622,4274.307090046217,84772.664844,6
2025-02-21,88071.06245641605,1208.1846454160514,86862.877811,6
2025-02-24,87898.22588886457,988.7188018645666,86909.507087,6
2025-02-25,87302.17017486457,988.7188018645666,86313.451373,6
2025-02-26,87778.02539386458,988.7188018645666,86789.30659200001,6
2025-02-27,88378.98926022797,567.5987882279678,87811.390472,6
2025-02-28,87816.51260922798,567.5987882279678,87248.91382100001,6
2025-03-03,88157.11549622798,567.5987882279678,87589.51670800001,6
2025-03-04,87718.99131587302,826.7260248730363,86892.26529099999,6
2025-03-05,88064.89607387304,826.7260248730363,87238.17004900001,6
2025-03-06,87915.33243387303,826.7260248730363,87088.606409,6
2025-03-07,87805.80749993814,925.286015938138,86880.521484,6
2025-03-10,87378.83961364898,374.04100064898194,87004.79861299999,6
2025-03-11,88777.18301964899,374.04100064898194,88403.142019,6
2025-03-12,88226.76011852264,205.9746365226274,88020.785482,6
2025-03-13,88501.38905480894,92.93778880892933,88408.45126600002,6
2025-03-14,89971.17462080892,92.93778880892933,89878.236832,6
2025-03-17,90016.07703780895,92.93778880892933,89923.13924900001,6
2025-03-18,89801.43593861075,12909.050874610757,76892.385064,5
2025-03-19,89282.71488393098,816.3052099309662,88466.40967400001,6
2025-03-20,88383.24773393097,816.3052099309662,87566.942524,6
2025-03-21,88110.96332104913,2639.2410890491337,85471.722232,6
2025-03-24,88784.58574964752,5179.793652647528,83604.792097,6
2025-03-25,88908.32755664753,5179.793652647528,83728.53390400001,6
2025-03-26,88762.91240710075,1482.1272221007566,87280.785185,6
2025-03-27,89192.14562300112,502.42341400112673,88689.722209,6
2025-03-28,89161.66499200113,502.42341400112673,88659.241578,6
2025-03-31,89185.85996500113,502.42341400112673,88683.436551,6
2025-04-01,89253.16305100112,502.42341400112673,88750.73963699999,6
2025-04-02,89753.90170940425,145.0664564042454,89608.835253,6
2025-04-03,89364.17925540425,145.0664564042454,89219.11279900001,6
2025-04-07,85768.67161228828,19905.03510428829,65863.636508,5
2025-04-08,86816.05117747148,5379.335496471487,81436.715681,6
2025-04-09,86717.15515847148,5379.335496471487,81337.819662,6
2025-04-10,88939.9617712868,304.3808252868075,88635.580946,6
2025-04-11,89213.82508443516,15201.310357435157,74012.514727,5
2025-04-14,88976.13942943516,15201.310357435157,73774.82907200001,5
2025-04-15,89800.09823451356,366.83044651355704,89433.267788,6
2025-04-16,91023.42241316552,104.34450816550634,90919.07790500001,6
2025-04-17,90276.09399016551,104.34450816550634,90171.749482,6
2025-04-18,90704.4689151655,104.34450816550634,90600.124407,6
2025-04-21,90854.46094999344,1217.339559993461,89637.12138999999,6
2025-04-22,90833.74546773841,734.1048517384006,90099.640616,6
2025-04-23,90627.3037457384,734.1048517384006,89893.198894,6
2025-04-24,90165.97069315775,710.8058761577595,89455.164817,6
2025-04-25,90056.27678915775,710.8058761577595,89345.470913,6
2025-04-28,90374.06650215776,710.8058761577595,89663.260626,6
2025-04-29,89764.60179250831,1620.1713425083108,88144.43045,6
2025-04-30,89565.54483526513,622.4330362651272,88943.111799,6
2025-05-06,90463.64580226512,622.4330362651272,89841.212766,6
2025-05-07,91615.52382826513,622.4330362651272,90993.090792,6
2025-05-08,91087.15428070704,1335.164510707029,89751.98977,6
2025-05-09,91345.34587224158,377.3063222415785,90968.03955,6
2025-05-12,91408.58704724158,377.3063222415785,91031.280725,6
2025-05-13,92102.41281481447,63.39770781446714,92039.015107,6
2025-05-14,91787.58282581446,63.39770781446714,91724.185118,6
2025-05-15,91663.80513481447,63.39770781446714,91600.407427,6
2025-05-16,90569.94439905697,65.25397805695866,90504.690421,6
2025-05-19,91884.4734737478,1970.6797907477994,89913.793683,6
2025-05-20,91832.3046097478,1970.6797907477994,89861.624819,6
2025-05-21,92262.63186974781,1970.6797907477994,90291.95207900001,6
2025-05-22,91951.3085224972,167.47381049720025,91783.834712,6
2025-05-23,90776.60868955957,621.3538115595602,90155.254878,6
2025-05-26,90448.79097555956,621.3538115595602,89827.437164,6
2025-05-27,90235.77003155956,621.3538115595602,89614.41622,6
2025-05-28,91186.84798155956,621.3538115595602,90565.49417,6
2025-05-29,91105.522022878,22070.572866877985,69034.949156,5
2025-05-30,91311.88629542556,18671.869031425573,72640.017264,5
2025-06-03,91637.64926360204,16386.56134160203,75251.087922,5
2025-06-04,91515.39423885805,998.1415528580346,90517.252686,6
2025-06-05,91266.06300585804,998.1415528580346,90267.921453,6
2025-06-06,91359.58925000446,13115.725244004458,78243.864006,5
2025-06-09,91429.25805705466,15053.440225054648,76375.817832,5
2025-06-10,90792.01331805464,15053.440225054648,75738.573093,5
2025-06-11,90991.32158805465,15053.440225054648,75937.88136300001,5
2025-06-12,90977.04761805464,15053.440225054648,75923.607393,5
2025-06-13,91128.62151308864,1263.9240430886493,89864.69747,6
2025-06-16,90452.38279706921,56.81033006922007,90395.57246699999,6
2025-06-17,90521.63798604035,67.36027604034825,90454.27771000001,6
2025-06-18,89934.07674390724,1246.8408389072229,88687.23590500001,6
2025-06-19,89321.58483090723,1246.8408389072229,88074.743992,6
2025-06-20,89028.76832690723,1246.8408389072229,87781.927488,6
2025-06-23,89589.18679574538,744.6662537453849,88844.520542,6
2025-06-24,89968.50743974537,744.6662537453849,89223.84118599999,6
2025-06-25,90165.90735974538,744.6662537453849,89421.241106,6
2025-06-26,89841.12708874539,744.6662537453849,89096.460835,6
2025-06-27,89611.34328652242,844.1181845224182,88767.225102,6
2025-06-30,89685.15646898416,811.2512229841559,88873.90524600001,6
2025-07-01,89861.27517008902,232.37882608901054,89628.89634400001,6
2025-07-02,89524.45415186853,669.0306298685482,88855.42352199998,6
2025-07-03,89796.41292786854,669.0306298685482,89127.382298,6
2025-07-04,89765.43531586854,669.0306298685482,89096.404686,6
2025-07-07,89896.73815315483,14783.477575154835,75113.260578,5
2025-07-08,89751.08259115483,14783.477575154835,74967.605016,5
2025-07-09,90269.58167915484,4420.406375154835,85849.175304,6
2025-07-10,90230.25597515484,4420.406375154835,85809.8496,6
2025-07-11,89761.06701048877,758.5738404887597,89002.49317,6
2025-07-14,90352.82154643013,3793.581364430125,86559.24018200001,6
2025-07-15,89555.86320049493,1285.0133464949286,88270.849854,6
2025-07-16,89352.90939383843,14483.027585838448,74869.88180799999,5
2025-07-17,89621.91681783844,14483.027585838448,75138.889232,5
2025-07-18,89977.68380583846,14483.027585838448,75494.65622,5
2025-07-21,91024.9333134724,2513.284215472413,88511.649098,6
2025-07-22,91912.86746376586,412.49383476584626,91500.37362900001,6
2025-07-23,91919.10077062785,499.6468676278455,91419.453903,6
2025-07-24,91929.55053662784,499.6468676278455,91429.90366899999,6
2025-07-25,91793.91448962784,499.6468676278455,91294.267622,6
2025-07-28,92020.54783926895,1064.750329268947,90955.79751,6
2025-07-29,91784.72128867055,344.4482146705486,91440.273074,6
2025-07-30,91946.09324467054,344.4482146705486,91601.64503,6
2025-07-31,90948.31361667055,344.4482146705486,90603.865402,6
2025-08-01,90502.70613067056,344.4482146705486,90158.257916,6
2025-08-04,90712.53762041414,594.4233084141251,90118.114312,6
2025-08-05,91229.37491607692,608.073334076922,90621.301582,6
2025-08-06,91376.54179807693,608.073334076922,90768.468464,6
2025-08-07,91358.99278407692,608.073334076922,90750.91945,6
2025-08-08,91514.16816407692,608.073334076922,90906.09483,6
2025-08-11,90821.59288654561,996.9820205455999,89824.610866,6
2025-08-12,90862.0852109752,5021.7019529752015,85840.383258,6
2025-08-13,90530.03984014639,665.2887841464017,89864.751056,6
2025-08-14,90446.6933481464,665.2887841464017,89781.404564,6
2025-08-15,90124.92264214638,665.2887841464017,89459.63385799999,6
2025-08-18,90503.226857667,12629.883861666995,77873.342996,5
2025-08-19,89990.69100225338,653.1039802533996,89337.58702199999,6
2025-08-20,90164.5621862534,653.1039802533996,89511.458206,6
2025-08-21,91497.6565282534,653.1039802533996,90844.55254799999,6
2025-08-22,91525.58930625339,653.1039802533996,90872.485326,6
2025-08-25,92132.09494964575,1267.0547876457622,90865.04016199999,6
2025-08-26,92072.76844196244,354.44781196244,91718.32063,6
2025-08-27,90541.34417368312,2049.473149683121,88491.871024,6
2025-08-28,89678.77048168312,2049.473149683121,87629.297332,6
2025-08-29,89628.60707201422,991.7601000142167,88636.846972,6
2025-09-01,89990.86483601421,991.7601000142167,88999.104736,6
2025-09-02,90688.25755033792,1704.7374703379228,88983.52008,6
2025-09-03,90205.72413433791,1704.7374703379228,88500.986664,6
2025-09-04,89508.3930785498,1292.5458105498092,88215.84726799998,6
2025-09-05,89331.64171854981,1292.5458105498092,88039.095908,6
2025-09-08,90204.05344740581,169.12416940581534,90034.929278,6
2025-09-09,90805.38239340582,169.12416940581534,90636.258224,6
2025-09-10,90297.28205894581,13081.832640945806,77215.449418,5
2025-09-11,90785.9175149458,751.4480569458046,90034.46945799999,6
2025-09-12,89985.44710165857,296.5222836585708,89688.924818,6
2025-09-15,89447.74931165857,296.5222836585708,89151.227028,6
2025-09-16,88783.90894629057,17442.81377829057,71341.095168,5
2025-09-17,88444.12106429056,17442.81377829057,71001.307286,5
2025-09-18,86864.47322507692,45539.23570507693,41325.237519999995,3
2025-09-19,86629.41394827692,30504.446348276928,56124.9676,4
2025-09-22,86397.33745747694,46979.903597476936,39417.43386,3
2025-09-23,87895.4039970566,2117.6025490565917,85777.801448,6
2025-09-24,87717.6710690566,2117.6025490565917,85600.06852,6
2025-09-25,87125.77079705661,2117.6025490565917,85008.16824800002,6
2025-09-26,87082.44975041531,355.50967041531476,86726.94008,6
2025-09-29,86593.91275841532,355.50967041531476,86238.403088,6
2025-09-30,86314.10555741531,9853.853621415316,76460.251936,5
2025-10-09,86947.6329974153,9853.853621415316,77093.77937599999,5
2025-10-10,88085.83955741533,2455.3752214153155,85630.464336,6
2025-10-13,88185.3173214153,3908.1552894153156,84277.162032,6
2025-10-14,89721.9314814153,3908.1552894153156,85813.77619199999,6
2025-10-15,89604.30475364687,3606.3047536468584,85998.0,6
2025-10-16,89654.30475364687,3606.3047536468584,86048.0,6
2025-10-17,89264.30475364687,3606.3047536468584,85658.0,6
2025-10-20,88935.70783476585,4813.70783476585,84122.0,6
2025-10-21,89016.70783476585,4813.70783476585,84203.0,6
2025-10-22,89346.70783476585,4813.70783476585,84533.0,6
2025-10-23,89464.70783476585,4813.70783476585,84651.0,6
2025-10-24,88474.48180226586,209.48180226585464,88265.0,6
2025-10-27,88714.78211436585,225.78211436585661,88489.0,6
2025-10-28,89336.78211436585,225.78211436585661,89111.0,6
2025-10-29,88675.91870777725,1489.9187077772567,87186.0,6
2025-10-30,88264.91870777725,1489.9187077772567,86775.0,6
2025-10-31,89033.91870777725,1489.9187077772567,87544.0,6
2025-11-03,88537.24419108966,3031.244191089663,85506.0,6
2025-11-04,88223.24419108966,3031.244191089663,85192.0,6
2025-11-05,88375.24419108966,3031.244191089663,85344.0,6
2025-11-06,88727.24419108966,3031.244191089663,85696.0,6
2025-11-07,89028.21560614926,15340.215606149264,73688.0,5
2025-11-10,90644.28277424646,5961.282774246463,84683.0,6
2025-11-11,90115.28277424646,5961.282774246463,84154.0,6
2025-11-12,89538.31777863907,3308.317778639068,86230.0,6
2025-11-13,89305.31777863907,3308.317778639068,85997.0,6
2025-11-14,88700.31777863907,3308.317778639068,85392.0,6
2025-11-17,87705.65775463908,764.6577546390708,86941.0,6
2025-11-18,87346.65775463908,764.6577546390708,86582.0,6
2025-11-19,87150.65775463908,764.6577546390708,86386.0,6
2025-11-20,87426.65775463908,764.6577546390708,86662.0,6
2025-11-21,86736.18139723907,499.1813972390737,86237.0,6
2025-11-24,85836.04570537228,908.0457053722821,84928.0,6
2025-11-25,85641.66877657227,196.66877657228179,85445.0,6
2025-11-26,85286.66877657227,196.66877657228179,85090.0,6
2025-11-27,85836.66877657227,196.66877657228179,85640.0,6
2025-11-28,85409.66877657227,196.66877657228179,85213.0,6
2025-12-01,84938.09475729355,5691.094757293555,79247.0,6
2025-12-02,85104.09475729355,5691.094757293555,79413.0,6
2025-12-03,85583.09475729355,5691.094757293555,79892.0,6
2025-12-04,85306.09475729355,5691.094757293555,79615.0,6
2025-12-05,85528.09475729355,5691.094757293555,79837.0,6
2025-12-08,84888.34551339355,17835.345513393557,67053.0,5
2025-12-09,84065.17367810715,1452.1736781071522,82613.0,6
2025-12-10,84210.17367810715,1452.1736781071522,82758.0,6
2025-12-11,83866.75291690715,3404.7529169071513,80462.0,6
2025-12-12,84714.75291690715,3404.7529169071513,81310.0,6
2025-12-15,83633.76736515996,224.76736515995617,83409.0,6
2025-12-16,82875.76736515996,224.76736515995617,82651.0,6
