factor,freq,category,description
hf_30min_to_D_mean_ret_1,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_1
hf_30min_to_D_mean_ret_12,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_12
hf_30min_to_D_mean_ret_1d,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_1d
hf_30min_to_D_mean_ret_20d,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_20d
hf_30min_to_D_mean_ret_3,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_3
hf_30min_to_D_mean_ret_5d,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_5d
hf_30min_to_D_mean_ret_6,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_6
hf_30min_to_D_mean_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_30min_to_D_mean_ret_vol_corr_20
hf_30min_to_D_mean_rv_12,D,auto_panel,auto passthrough: hf_30min_to_D_mean_rv_12
hf_30min_to_D_mean_vol_chg_1,D,auto_panel,auto passthrough: hf_30min_to_D_mean_vol_chg_1
hf_30min_to_D_mean_volume,D,auto_panel,auto passthrough: hf_30min_to_D_mean_volume
hf_30min_to_D_std_amihud_20,D,auto_panel,auto passthrough: hf_30min_to_D_std_amihud_20
hf_30min_to_D_std_amount,D,auto_panel,auto passthrough: hf_30min_to_D_std_amount
hf_30min_to_D_std_amount_ratio_12,D,auto_panel,auto passthrough: hf_30min_to_D_std_amount_ratio_12
hf_30min_to_D_std_close,D,auto_panel,auto passthrough: hf_30min_to_D_std_close
hf_30min_to_D_std_close_to_vwap_day,D,auto_panel,auto passthrough: hf_30min_to_D_std_close_to_vwap_day
hf_30min_to_D_std_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_30min_to_D_std_crowding_proxy_raw
hf_30min_to_D_std_high,D,auto_panel,auto passthrough: hf_30min_to_D_std_high
hf_30min_to_D_std_last30_momentum,D,auto_panel,auto passthrough: hf_30min_to_D_std_last30_momentum
hf_30min_to_D_std_low,D,auto_panel,auto passthrough: hf_30min_to_D_std_low
hf_30min_to_D_std_ma_gap_12,D,auto_panel,auto passthrough: hf_30min_to_D_std_ma_gap_12
hf_30min_to_D_std_ma_gap_6,D,auto_panel,auto passthrough: hf_30min_to_D_std_ma_gap_6
hf_30min_to_D_std_morning_momentum_30m,D,auto_panel,auto passthrough: hf_30min_to_D_std_morning_momentum_30m
hf_30min_to_D_std_open,D,auto_panel,auto passthrough: hf_30min_to_D_std_open
hf_30min_to_D_std_range_norm,D,auto_panel,auto passthrough: hf_30min_to_D_std_range_norm
hf_30min_to_D_std_realized_vol_20,D,auto_panel,auto passthrough: hf_30min_to_D_std_realized_vol_20
hf_30min_to_D_std_ret_1,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_1
hf_30min_to_D_std_ret_12,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_12
hf_30min_to_D_std_ret_1d,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_1d
hf_30min_to_D_std_ret_20d,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_20d
hf_30min_to_D_std_ret_3,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_3
hf_30min_to_D_std_ret_5d,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_5d
hf_30min_to_D_std_ret_6,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_6
hf_30min_to_D_std_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_30min_to_D_std_ret_vol_corr_20
hf_30min_to_D_std_rv_12,D,auto_panel,auto passthrough: hf_30min_to_D_std_rv_12
hf_30min_to_D_std_vol_chg_1,D,auto_panel,auto passthrough: hf_30min_to_D_std_vol_chg_1
hf_30min_to_D_std_volume,D,auto_panel,auto passthrough: hf_30min_to_D_std_volume
hf_5min_to_D_last_amihud_20,D,auto_panel,auto passthrough: hf_5min_to_D_last_amihud_20
hf_5min_to_D_last_amount,D,auto_panel,auto passthrough: hf_5min_to_D_last_amount
hf_5min_to_D_last_amount_ratio_12,D,auto_panel,auto passthrough: hf_5min_to_D_last_amount_ratio_12
hf_5min_to_D_last_close,D,auto_panel,auto passthrough: hf_5min_to_D_last_close
hf_5min_to_D_last_close_to_vwap_day,D,auto_panel,auto passthrough: hf_5min_to_D_last_close_to_vwap_day
hf_5min_to_D_last_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_5min_to_D_last_crowding_proxy_raw
hf_5min_to_D_last_high,D,auto_panel,auto passthrough: hf_5min_to_D_last_high
hf_5min_to_D_last_last30_momentum,D,auto_panel,auto passthrough: hf_5min_to_D_last_last30_momentum
hf_5min_to_D_last_low,D,auto_panel,auto passthrough: hf_5min_to_D_last_low
hf_5min_to_D_last_ma_gap_12,D,auto_panel,auto passthrough: hf_5min_to_D_last_ma_gap_12
hf_5min_to_D_last_ma_gap_6,D,auto_panel,auto passthrough: hf_5min_to_D_last_ma_gap_6
hf_5min_to_D_last_morning_momentum_30m,D,auto_panel,auto passthrough: hf_5min_to_D_last_morning_momentum_30m
hf_5min_to_D_last_open,D,auto_panel,auto passthrough: hf_5min_to_D_last_open
hf_5min_to_D_last_range_norm,D,auto_panel,auto passthrough: hf_5min_to_D_last_range_norm
hf_5min_to_D_last_realized_vol_20,D,auto_panel,auto passthrough: hf_5min_to_D_last_realized_vol_20
hf_5min_to_D_last_ret_1,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_1
hf_5min_to_D_last_ret_12,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_12
hf_5min_to_D_last_ret_1d,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_1d
hf_5min_to_D_last_ret_20d,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_20d
hf_5min_to_D_last_ret_3,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_3
hf_5min_to_D_last_ret_5d,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_5d
hf_5min_to_D_last_ret_6,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_6
hf_5min_to_D_last_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_5min_to_D_last_ret_vol_corr_20
hf_5min_to_D_last_rv_12,D,auto_panel,auto passthrough: hf_5min_to_D_last_rv_12
hf_5min_to_D_last_vol_chg_1,D,auto_panel,auto passthrough: hf_5min_to_D_last_vol_chg_1
hf_5min_to_D_last_volume,D,auto_panel,auto passthrough: hf_5min_to_D_last_volume
hf_5min_to_D_mean_amihud_20,D,auto_panel,auto passthrough: hf_5min_to_D_mean_amihud_20
hf_5min_to_D_mean_amount,D,auto_panel,auto passthrough: hf_5min_to_D_mean_amount
hf_5min_to_D_mean_amount_ratio_12,D,auto_panel,auto passthrough: hf_5min_to_D_mean_amount_ratio_12
hf_5min_to_D_mean_close,D,auto_panel,auto passthrough: hf_5min_to_D_mean_close
hf_5min_to_D_mean_close_to_vwap_day,D,auto_panel,auto passthrough: hf_5min_to_D_mean_close_to_vwap_day
hf_5min_to_D_mean_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_5min_to_D_mean_crowding_proxy_raw
hf_5min_to_D_mean_high,D,auto_panel,auto passthrough: hf_5min_to_D_mean_high
hf_5min_to_D_mean_last30_momentum,D,auto_panel,auto passthrough: hf_5min_to_D_mean_last30_momentum
hf_5min_to_D_mean_low,D,auto_panel,auto passthrough: hf_5min_to_D_mean_low
hf_5min_to_D_mean_ma_gap_12,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ma_gap_12
hf_5min_to_D_mean_ma_gap_6,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ma_gap_6
hf_5min_to_D_mean_morning_momentum_30m,D,auto_panel,auto passthrough: hf_5min_to_D_mean_morning_momentum_30m
hf_5min_to_D_mean_open,D,auto_panel,auto passthrough: hf_5min_to_D_mean_open
hf_5min_to_D_mean_range_norm,D,auto_panel,auto passthrough: hf_5min_to_D_mean_range_norm
hf_5min_to_D_mean_realized_vol_20,D,auto_panel,auto passthrough: hf_5min_to_D_mean_realized_vol_20
hf_5min_to_D_mean_ret_1,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_1
hf_5min_to_D_mean_ret_12,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_12
hf_5min_to_D_mean_ret_1d,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_1d
hf_5min_to_D_mean_ret_20d,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_20d
hf_5min_to_D_mean_ret_3,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_3
hf_5min_to_D_mean_ret_5d,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_5d
hf_5min_to_D_mean_ret_6,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_6
hf_5min_to_D_mean_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_5min_to_D_mean_ret_vol_corr_20
hf_5min_to_D_mean_rv_12,D,auto_panel,auto passthrough: hf_5min_to_D_mean_rv_12
hf_5min_to_D_mean_vol_chg_1,D,auto_panel,auto passthrough: hf_5min_to_D_mean_vol_chg_1
hf_5min_to_D_mean_volume,D,auto_panel,auto passthrough: hf_5min_to_D_mean_volume
hf_5min_to_D_std_amihud_20,D,auto_panel,auto passthrough: hf_5min_to_D_std_amihud_20
hf_5min_to_D_std_amount,D,auto_panel,auto passthrough: hf_5min_to_D_std_amount
hf_5min_to_D_std_amount_ratio_12,D,auto_panel,auto passthrough: hf_5min_to_D_std_amount_ratio_12
hf_5min_to_D_std_close,D,auto_panel,auto passthrough: hf_5min_to_D_std_close
hf_5min_to_D_std_close_to_vwap_day,D,auto_panel,auto passthrough: hf_5min_to_D_std_close_to_vwap_day
hf_5min_to_D_std_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_5min_to_D_std_crowding_proxy_raw
hf_5min_to_D_std_high,D,auto_panel,auto passthrough: hf_5min_to_D_std_high
hf_5min_to_D_std_last30_momentum,D,auto_panel,auto passthrough: hf_5min_to_D_std_last30_momentum
hf_5min_to_D_std_low,D,auto_panel,auto passthrough: hf_5min_to_D_std_low
hf_5min_to_D_std_ma_gap_12,D,auto_panel,auto passthrough: hf_5min_to_D_std_ma_gap_12
hf_5min_to_D_std_ma_gap_6,D,auto_panel,auto passthrough: hf_5min_to_D_std_ma_gap_6
hf_5min_to_D_std_morning_momentum_30m,D,auto_panel,auto passthrough: hf_5min_to_D_std_morning_momentum_30m
hf_5min_to_D_std_open,D,auto_panel,auto passthrough: hf_5min_to_D_std_open
hf_5min_to_D_std_range_norm,D,auto_panel,auto passthrough: hf_5min_to_D_std_range_norm
hf_5min_to_D_std_realized_vol_20,D,auto_panel,auto passthrough: hf_5min_to_D_std_realized_vol_20
hf_5min_to_D_std_ret_1,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_1
hf_5min_to_D_std_ret_12,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_12
hf_5min_to_D_std_ret_1d,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_1d
hf_5min_to_D_std_ret_20d,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_20d
hf_5min_to_D_std_ret_3,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_3
hf_5min_to_D_std_ret_5d,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_5d
hf_5min_to_D_std_ret_6,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_6
hf_5min_to_D_std_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_5min_to_D_std_ret_vol_corr_20
hf_5min_to_D_std_rv_12,D,auto_panel,auto passthrough: hf_5min_to_D_std_rv_12
hf_5min_to_D_std_vol_chg_1,D,auto_panel,auto passthrough: hf_5min_to_D_std_vol_chg_1
hf_5min_to_D_std_volume,D,auto_panel,auto passthrough: hf_5min_to_D_std_volume
hf_60min_to_D_last_amihud_20,D,auto_panel,auto passthrough: hf_60min_to_D_last_amihud_20
hf_60min_to_D_last_amount,D,auto_panel,auto passthrough: hf_60min_to_D_last_amount
hf_60min_to_D_last_amount_ratio_12,D,auto_panel,auto passthrough: hf_60min_to_D_last_amount_ratio_12
hf_60min_to_D_last_close,D,auto_panel,auto passthrough: hf_60min_to_D_last_close
hf_60min_to_D_last_close_to_vwap_day,D,auto_panel,auto passthrough: hf_60min_to_D_last_close_to_vwap_day
hf_60min_to_D_last_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_60min_to_D_last_crowding_proxy_raw
hf_60min_to_D_last_high,D,auto_panel,auto passthrough: hf_60min_to_D_last_high
hf_60min_to_D_last_last30_momentum,D,auto_panel,auto passthrough: hf_60min_to_D_last_last30_momentum
hf_60min_to_D_last_low,D,auto_panel,auto passthrough: hf_60min_to_D_last_low
hf_60min_to_D_last_ma_gap_12,D,auto_panel,auto passthrough: hf_60min_to_D_last_ma_gap_12
hf_60min_to_D_last_ma_gap_6,D,auto_panel,auto passthrough: hf_60min_to_D_last_ma_gap_6
hf_60min_to_D_last_morning_momentum_30m,D,auto_panel,auto passthrough: hf_60min_to_D_last_morning_momentum_30m
hf_60min_to_D_last_open,D,auto_panel,auto passthrough: hf_60min_to_D_last_open
hf_60min_to_D_last_range_norm,D,auto_panel,auto passthrough: hf_60min_to_D_last_range_norm
hf_60min_to_D_last_realized_vol_20,D,auto_panel,auto passthrough: hf_60min_to_D_last_realized_vol_20
hf_60min_to_D_last_ret_1,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_1
hf_60min_to_D_last_ret_12,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_12
hf_60min_to_D_last_ret_1d,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_1d
hf_60min_to_D_last_ret_20d,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_20d
hf_60min_to_D_last_ret_3,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_3
hf_60min_to_D_last_ret_5d,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_5d
hf_60min_to_D_last_ret_6,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_6
hf_60min_to_D_last_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_60min_to_D_last_ret_vol_corr_20
hf_60min_to_D_last_rv_12,D,auto_panel,auto passthrough: hf_60min_to_D_last_rv_12
hf_60min_to_D_last_vol_chg_1,D,auto_panel,auto passthrough: hf_60min_to_D_last_vol_chg_1
hf_60min_to_D_last_volume,D,auto_panel,auto passthrough: hf_60min_to_D_last_volume
hf_60min_to_D_mean_amihud_20,D,auto_panel,auto passthrough: hf_60min_to_D_mean_amihud_20
hf_60min_to_D_mean_amount,D,auto_panel,auto passthrough: hf_60min_to_D_mean_amount
hf_60min_to_D_mean_amount_ratio_12,D,auto_panel,auto passthrough: hf_60min_to_D_mean_amount_ratio_12
hf_60min_to_D_mean_close,D,auto_panel,auto passthrough: hf_60min_to_D_mean_close
hf_60min_to_D_mean_close_to_vwap_day,D,auto_panel,auto passthrough: hf_60min_to_D_mean_close_to_vwap_day
hf_60min_to_D_mean_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_60min_to_D_mean_crowding_proxy_raw
hf_60min_to_D_mean_high,D,auto_panel,auto passthrough: hf_60min_to_D_mean_high
hf_60min_to_D_mean_last30_momentum,D,auto_panel,auto passthrough: hf_60min_to_D_mean_last30_momentum
hf_60min_to_D_mean_low,D,auto_panel,auto passthrough: hf_60min_to_D_mean_low
hf_60min_to_D_mean_ma_gap_12,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ma_gap_12
hf_60min_to_D_mean_ma_gap_6,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ma_gap_6
hf_60min_to_D_mean_morning_momentum_30m,D,auto_panel,auto passthrough: hf_60min_to_D_mean_morning_momentum_30m
hf_60min_to_D_mean_open,D,auto_panel,auto passthrough: hf_60min_to_D_mean_open
hf_60min_to_D_mean_range_norm,D,auto_panel,auto passthrough: hf_60min_to_D_mean_range_norm
hf_60min_to_D_mean_realized_vol_20,D,auto_panel,auto passthrough: hf_60min_to_D_mean_realized_vol_20
hf_60min_to_D_mean_ret_1,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_1
hf_60min_to_D_mean_ret_12,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_12
hf_60min_to_D_mean_ret_1d,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_1d
hf_60min_to_D_mean_ret_20d,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_20d
hf_60min_to_D_mean_ret_3,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_3
hf_60min_to_D_mean_ret_5d,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_5d
hf_60min_to_D_mean_ret_6,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_6
hf_60min_to_D_mean_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_60min_to_D_mean_ret_vol_corr_20
hf_60min_to_D_mean_rv_12,D,auto_panel,auto passthrough: hf_60min_to_D_mean_rv_12
hf_60min_to_D_mean_vol_chg_1,D,auto_panel,auto passthrough: hf_60min_to_D_mean_vol_chg_1
hf_60min_to_D_mean_volume,D,auto_panel,auto passthrough: hf_60min_to_D_mean_volume
hf_60min_to_D_std_amihud_20,D,auto_panel,auto passthrough: hf_60min_to_D_std_amihud_20
hf_60min_to_D_std_amount,D,auto_panel,auto passthrough: hf_60min_to_D_std_amount
hf_60min_to_D_std_amount_ratio_12,D,auto_panel,auto passthrough: hf_60min_to_D_std_amount_ratio_12
hf_60min_to_D_std_close,D,auto_panel,auto passthrough: hf_60min_to_D_std_close
hf_60min_to_D_std_close_to_vwap_day,D,auto_panel,auto passthrough: hf_60min_to_D_std_close_to_vwap_day
hf_60min_to_D_std_crowding_proxy_raw,D,auto_panel,auto passthrough: hf_60min_to_D_std_crowding_proxy_raw
hf_60min_to_D_std_high,D,auto_panel,auto passthrough: hf_60min_to_D_std_high
hf_60min_to_D_std_last30_momentum,D,auto_panel,auto passthrough: hf_60min_to_D_std_last30_momentum
hf_60min_to_D_std_low,D,auto_panel,auto passthrough: hf_60min_to_D_std_low
hf_60min_to_D_std_ma_gap_12,D,auto_panel,auto passthrough: hf_60min_to_D_std_ma_gap_12
hf_60min_to_D_std_ma_gap_6,D,auto_panel,auto passthrough: hf_60min_to_D_std_ma_gap_6
hf_60min_to_D_std_morning_momentum_30m,D,auto_panel,auto passthrough: hf_60min_to_D_std_morning_momentum_30m
hf_60min_to_D_std_open,D,auto_panel,auto passthrough: hf_60min_to_D_std_open
hf_60min_to_D_std_range_norm,D,auto_panel,auto passthrough: hf_60min_to_D_std_range_norm
hf_60min_to_D_std_realized_vol_20,D,auto_panel,auto passthrough: hf_60min_to_D_std_realized_vol_20
hf_60min_to_D_std_ret_1,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_1
hf_60min_to_D_std_ret_12,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_12
hf_60min_to_D_std_ret_1d,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_1d
hf_60min_to_D_std_ret_20d,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_20d
hf_60min_to_D_std_ret_3,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_3
hf_60min_to_D_std_ret_5d,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_5d
hf_60min_to_D_std_ret_6,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_6
hf_60min_to_D_std_ret_vol_corr_20,D,auto_panel,auto passthrough: hf_60min_to_D_std_ret_vol_corr_20
hf_60min_to_D_std_rv_12,D,auto_panel,auto passthrough: hf_60min_to_D_std_rv_12
hf_60min_to_D_std_vol_chg_1,D,auto_panel,auto passthrough: hf_60min_to_D_std_vol_chg_1
hf_60min_to_D_std_volume,D,auto_panel,auto passthrough: hf_60min_to_D_std_volume
high,D,auto_panel,auto passthrough: high
intraday_range,D,volatility,intraday range negative
jump_ratio_5m,D,intraday_micro,jump ratio negative
last30_momentum,D,intraday_micro,last30 momentum
low,D,auto_panel,auto passthrough: low
ma10,D,auto_panel,auto passthrough: ma10
ma20,D,auto_panel,auto passthrough: ma20
ma5,D,auto_panel,auto passthrough: ma5
ma_cross_5_20,D,trend,ma5/ma20 - 1
ma_gap_10,D,trend,close/ma10 - 1
ma_gap_20,D,trend,close/ma20 - 1
ma_gap_5,D,trend,close/ma5 - 1
minute_realized_vol_5m,D,intraday_micro,5m rv negative
minute_ret_kurt_5m,D,intraday_micro,5m kurt negative
minute_ret_skew_5m,D,intraday_micro,5m skew
minute_up_ratio_5m,D,intraday_micro,5m up ratio
mom_10,D,trend,10-day momentum
mom_20,D,trend,20-day momentum
mom_5,D,trend,5-day momentum
morning_momentum_30m,D,intraday_micro,morning momentum
open,D,auto_panel,auto passthrough: open
open_to_close_intraday,D,intraday_micro,open-close momentum
overnight_gap,D,overnight,overnight gap
preclose,D,auto_panel,auto passthrough: preclose
px_daily_close,D,auto_panel,auto passthrough: px_daily_close
px_open5,D,auto_panel,auto passthrough: px_open5
px_twap_last30,D,auto_panel,auto passthrough: px_twap_last30
px_vwap30,D,auto_panel,auto passthrough: px_vwap30
realized_vol_20,D,volatility,realized vol negative
ret_10d,D,auto_panel,auto passthrough: ret_10d
ret_1d,D,auto_panel,auto passthrough: ret_1d
ret_20d,D,auto_panel,auto passthrough: ret_20d
ret_3d,D,auto_panel,auto passthrough: ret_3d
ret_5d,D,auto_panel,auto passthrough: ret_5d
ret_neg_1d,D,auto_panel,auto passthrough: ret_neg_1d
ret_vol_corr_20,D,flow,ret-volume corr20
rev_1,D,reversal,1-day reversal
rev_3,D,reversal,3-day reversal
roll_high_20,D,auto_panel,auto passthrough: roll_high_20
roll_low_20,D,auto_panel,auto passthrough: roll_low_20
rsi14,D,oscillator,rsi14
signed_vol_imbalance_5m,D,intraday_micro,signed volume imbalance
tr,D,auto_panel,auto passthrough: tr
tradestatus,D,auto_panel,auto passthrough: tradestatus
turn,D,auto_panel,auto passthrough: turn
turn_ma5,D,auto_panel,auto passthrough: turn_ma5
turn_ratio_5,D,liquidity,turn/turn_ma5
vol_chg_1d,D,auto_panel,auto passthrough: vol_chg_1d
vol_ma20,D,auto_panel,auto passthrough: vol_ma20
vol_ma5,D,auto_panel,auto passthrough: vol_ma5
vol_ratio_20,D,liquidity,volume/vol_ma20
vol_ratio_5,D,liquidity,volume/vol_ma5
volume,D,auto_panel,auto passthrough: volume
vwap30_vs_day,D,intraday_micro,vwap30-vwap day
vwap_day,D,auto_panel,auto passthrough: vwap_day
vwap_first30,D,auto_panel,auto passthrough: vwap_first30
vwap_first60,D,auto_panel,auto passthrough: vwap_first60
